area,rooms,bathrooms,wilaya,municipality,property_type,floor,is_furnished,has_elevator,rent_type,amenities,price
53,1,2,Algiers,Hydra,Studio,3,0,0,daily,"Heating,Air Conditioning,Elevator",3400
91,5,1,Oran,Oran City,Apartment,7,0,1,monthly,"Wifi,Heating,Garden,Elevator",84500
81,5,1,Algiers,Zeralda,Apartment,0,1,1,monthly,"Elevator,Pool,Wifi,Security 24/7",155500
423,8,3,Algiers,Hydra,Villa,0,1,1,monthly,"Parking,Wifi,Heating,Security 24/7,Garden",651000
79,5,2,Setif,Ain Arnat,Apartment,5,0,1,monthly,"Air Conditioning,Parking,Elevator",60000
46,1,1,Constantine,Ali Mendjeli,Studio,4,0,0,monthly,"Wifi,Pool,Garden",19500
156,3,2,M'Sila,Boussaada,Apartment,7,0,1,monthly,"Parking,Garden,Elevator",56500
92,5,1,Constantine,Ali Mendjeli,Apartment,4,0,0,monthly,"Air Conditioning,Parking,Elevator,Security 24/7",62500
216,6,2,M'Sila,Magra,Villa,0,0,0,monthly,"Air Conditioning,Pool,Garden,Security 24/7",111000
135,2,3,Setif,Ain Arnat,Apartment,0,0,0,monthly,"Pool,Security 24/7",65500
126,4,3,Constantine,Ali Mendjeli,Apartment,4,0,0,daily,Wifi,4100
139,2,1,Algiers,Zeralda,Apartment,3,0,1,monthly,"Wifi,Elevator,Security 24/7",117000
346,8,3,Setif,El Eulma,Villa,0,0,0,daily,"Parking,Pool,Air Conditioning,Garden",19600
161,2,2,Setif,Setif City,Apartment,9,1,0,daily,"Pool,Parking,Heating,Wifi,Elevator",6900
35,1,3,Algiers,Sidi M'Hamed,Studio,2,0,1,monthly,Heating,25000
159,3,1,Oran,Akid Lotfi,Apartment,6,1,0,monthly,"Wifi,Garden,Pool,Elevator",133000
81,4,2,Setif,Setif City,Apartment,3,1,1,monthly,"Parking,Wifi,Elevator,Security 24/7,Garden",79500
122,2,3,M'Sila,Magra,Apartment,8,0,1,monthly,"Heating,Wifi,Security 24/7,Elevator,Air Conditioning,Garden",46500
36,1,3,Oran,Oran City,Studio,2,1,1,daily,"Garden,Parking,Heating",1900
159,3,1,Oran,Akid Lotfi,Apartment,2,0,1,daily,"Wifi,Garden,Heating,Elevator",6800
103,5,1,Setif,Setif City,Apartment,5,1,1,monthly,"Pool,Wifi,Heating,Air Conditioning,Elevator",102500
35,1,1,Setif,Setif City,Studio,4,0,1,monthly,"Garden,Air Conditioning,Wifi,Security 24/7",20000
88,2,3,Setif,El Eulma,Apartment,2,0,1,monthly,"Air Conditioning,Elevator",46500
386,8,1,Algiers,Sidi M'Hamed,Villa,0,0,0,monthly,Elevator,412500
69,2,2,Setif,Setif City,Apartment,2,1,0,monthly,"Garden,Elevator",55500
136,4,3,Algiers,Zeralda,Apartment,7,0,0,daily,"Parking,Heating,Security 24/7,Air Conditioning,Garden",9000
136,5,2,Setif,El Eulma,Apartment,1,1,0,monthly,"Heating,Garden",125000
125,4,3,Setif,Ain Arnat,Apartment,4,1,1,monthly,"Parking,Wifi,Elevator,Security 24/7,Garden",103500
162,3,1,Oran,Bir El Djir,Apartment,0,0,0,monthly,"Wifi,Air Conditioning,Elevator,Security 24/7",106500
65,3,3,M'Sila,Magra,Apartment,8,1,1,daily,"Pool,Elevator,Security 24/7",2800
69,5,1,Constantine,Ali Mendjeli,Apartment,9,0,0,monthly,"Pool,Wifi,Security 24/7",48000
48,1,2,Algiers,Zeralda,Studio,2,1,0,monthly,"Parking,Heating,Security 24/7,Air Conditioning,Elevator",49500
84,2,3,Constantine,El Khroub,Apartment,2,1,0,monthly,"Garden,Pool,Elevator,Security 24/7",74500
48,1,3,M'Sila,Boussaada,Studio,0,0,0,monthly,"Garden,Parking,Wifi,Elevator",15000
72,2,2,Setif,El Eulma,Apartment,1,1,0,monthly,"Pool,Parking,Heating,Elevator,Garden",56000
151,2,3,M'Sila,M'Sila City,Apartment,5,0,0,monthly,"Pool,Parking,Security 24/7,Air Conditioning,Garden",42000
52,1,3,Setif,Setif City,Studio,0,0,0,daily,"Heating,Elevator,Security 24/7",2300
164,2,3,Constantine,El Khroub,Apartment,2,0,0,monthly,"Elevator,Air Conditioning,Wifi,Security 24/7",81500
148,4,2,Constantine,El Khroub,Apartment,6,0,0,monthly,"Heating,Pool,Elevator",81000
39,1,3,Setif,Setif City,Studio,3,1,0,monthly,"Garden,Parking,Elevator",18500
105,3,1,Setif,Ain Arnat,Apartment,4,0,0,monthly,"Pool,Wifi,Heating,Air Conditioning,Elevator",53500
115,4,3,M'Sila,Boussaada,Apartment,8,0,1,daily,"Parking,Pool,Elevator,Security 24/7",2800
83,3,3,M'Sila,M'Sila City,Apartment,4,0,0,monthly,"Air Conditioning,Pool,Heating",26500
50,1,2,Algiers,Hydra,Studio,4,1,1,monthly,"Air Conditioning,Pool,Garden,Elevator",57000
67,5,3,Constantine,El Khroub,Apartment,2,0,1,monthly,"Garden,Parking,Security 24/7,Air Conditioning,Elevator",59000
134,3,1,M'Sila,Boussaada,Apartment,1,1,0,daily,"Pool,Parking",5600
139,2,2,M'Sila,Magra,Apartment,9,1,1,monthly,"Pool,Heating,Wifi,Air Conditioning,Elevator",70000
151,2,2,Constantine,Constantine City,Apartment,6,0,0,daily,"Parking,Wifi,Heating,Security 24/7,Air Conditioning",5500
54,1,1,Setif,El Eulma,Studio,0,1,0,monthly,"Parking,Heating,Security 24/7,Air Conditioning,Garden",33000
61,4,2,Oran,Akid Lotfi,Apartment,9,0,0,monthly,"Parking,Pool,Wifi",50500
114,3,3,Oran,Es Senia,Apartment,7,1,1,daily,"Garden,Parking,Security 24/7,Air Conditioning,Elevator",8400
122,4,3,Constantine,Constantine City,Apartment,9,0,1,monthly,"Parking,Elevator",75500
154,2,2,M'Sila,Magra,Apartment,7,0,1,monthly,"Pool,Heating,Security 24/7,Air Conditioning,Elevator",50000
98,5,1,Constantine,Ali Mendjeli,Apartment,7,0,1,daily,"Parking,Wifi,Elevator,Air Conditioning,Garden",7200
134,4,3,Oran,Es Senia,Apartment,2,0,1,monthly,"Wifi,Pool,Elevator",98000
156,2,3,Algiers,Sidi M'Hamed,Apartment,0,1,1,monthly,"Elevator,Pool,Wifi,Security 24/7",182000
140,2,3,Setif,Setif City,Apartment,7,0,1,monthly,"Pool,Wifi,Elevator",70000
51,1,1,Oran,Oran City,Studio,2,1,0,daily,Security 24/7,3300
118,5,1,Algiers,El Biar,Apartment,4,0,0,monthly,"Air Conditioning,Heating,Elevator",111500
51,1,3,Oran,Akid Lotfi,Studio,1,0,1,daily,"Wifi,Heating,Security 24/7,Air Conditioning,Garden",4100
114,5,3,M'Sila,M'Sila City,Apartment,5,1,0,monthly,"Heating,Elevator,Wifi,Air Conditioning,Garden",61000
312,4,3,Algiers,Sidi M'Hamed,Villa,0,0,0,monthly,"Pool,Parking,Heating",319500
150,3,2,Oran,Akid Lotfi,Apartment,9,0,0,monthly,"Wifi,Garden,Pool,Heating",86000
219,5,2,Algiers,Hydra,Villa,0,1,1,monthly,"Air Conditioning,Parking,Garden,Security 24/7",405000
353,5,2,Algiers,Hydra,Villa,0,0,1,monthly,"Parking,Wifi,Heating,Security 24/7,Garden",359500
40,1,2,Setif,Ain Arnat,Studio,0,0,0,monthly,"Garden,Heating,Security 24/7",18000
149,2,2,Setif,Setif City,Apartment,7,1,1,daily,"Pool,Parking,Heating,Air Conditioning,Elevator",7100
98,3,1,Algiers,Hydra,Apartment,6,1,1,monthly,"Pool,Parking,Heating,Elevator,Security 24/7,Garden",139000
219,8,2,Setif,Ain Arnat,Villa,0,1,1,monthly,Parking,256000
50,1,2,Oran,Es Senia,Studio,4,0,1,monthly,"Air Conditioning,Pool",28000
107,2,1,Oran,Es Senia,Apartment,6,0,0,monthly,"Pool,Heating,Security 24/7,Air Conditioning,Garden",62500
138,4,2,Oran,Akid Lotfi,Apartment,3,1,1,daily,"Parking,Elevator",14400
127,4,1,Algiers,El Biar,Apartment,4,0,1,monthly,"Elevator,Security 24/7",124500
143,3,3,M'Sila,Magra,Apartment,9,1,0,monthly,"Air Conditioning,Garden",62000
131,3,2,Algiers,Sidi M'Hamed,Apartment,8,1,1,daily,"Pool,Heating,Elevator",17700
133,3,3,Algiers,Zeralda,Apartment,3,1,0,monthly,"Wifi,Garden,Parking,Heating",175000
38,1,2,M'Sila,M'Sila City,Studio,4,0,0,monthly,Elevator,15000
161,2,3,Algiers,Bab Ezzouar,Apartment,9,0,1,daily,"Garden,Parking,Elevator,Security 24/7",8000
89,2,3,Algiers,Sidi M'Hamed,Apartment,2,0,0,monthly,"Parking,Air Conditioning,Garden",78000
82,5,1,Algiers,Zeralda,Apartment,0,1,1,daily,"Wifi,Heating,Security 24/7,Elevator,Air Conditioning,Garden",15700
142,5,3,Setif,El Eulma,Apartment,5,1,0,monthly,"Pool,Parking,Security 24/7,Air Conditioning,Garden",105500
302,6,1,Constantine,Constantine City,Villa,0,0,0,monthly,Air Conditioning,213500
148,2,3,M'Sila,Boussaada,Apartment,5,0,0,daily,"Pool,Elevator",4300
351,5,3,M'Sila,M'Sila City,Villa,0,0,0,monthly,Garden,147000
110,5,3,Constantine,Constantine City,Apartment,9,1,1,daily,"Parking,Wifi,Elevator,Security 24/7,Garden",9200
74,2,2,Setif,Setif City,Apartment,5,1,1,monthly,"Heating,Wifi,Elevator,Air Conditioning,Garden",61000
144,4,1,M'Sila,Boussaada,Apartment,4,0,1,monthly,"Garden,Wifi,Security 24/7,Air Conditioning,Elevator",54000
488,7,2,Setif,Setif City,Villa,0,1,1,monthly,"Parking,Pool,Garden",398500
66,4,2,Oran,Es Senia,Apartment,4,0,0,daily,"Pool,Elevator",6000
116,5,1,Oran,Es Senia,Apartment,2,0,1,daily,"Parking,Wifi,Elevator,Air Conditioning,Garden",7700
292,5,3,Setif,Setif City,Villa,0,1,0,monthly,"Pool,Parking,Wifi,Air Conditioning,Elevator",270500
303,8,2,Constantine,Constantine City,Villa,0,0,1,monthly,"Air Conditioning,Elevator,Security 24/7",231500
94,3,1,Oran,Bir El Djir,Apartment,5,0,1,monthly,"Garden,Heating,Security 24/7,Air Conditioning,Elevator",67500
80,4,3,M'Sila,Magra,Apartment,7,0,0,daily,"Air Conditioning,Heating",2300
97,2,3,Oran,Es Senia,Apartment,6,0,0,monthly,"Heating,Air Conditioning,Wifi",53000
65,4,2,Setif,Setif City,Apartment,1,0,0,monthly,"Parking,Garden",50000
180,4,3,Setif,Ain Arnat,Villa,0,0,1,monthly,"Pool,Air Conditioning,Garden",135500
122,4,3,Oran,Oran City,Apartment,3,0,0,monthly,"Wifi,Parking,Elevator,Security 24/7",92000
373,6,3,Oran,Oran City,Villa,0,0,0,monthly,"Parking,Wifi,Elevator,Air Conditioning,Garden",291500
99,3,3,Setif,El Eulma,Apartment,9,0,0,monthly,Elevator,46500
99,4,3,Constantine,Ali Mendjeli,Apartment,1,0,0,monthly,"Parking,Security 24/7",65000
66,3,2,Constantine,El Khroub,Apartment,5,0,1,monthly,"Air Conditioning,Elevator",44500
150,3,1,Algiers,Bab Ezzouar,Apartment,7,0,0,monthly,"Parking,Elevator",107000
113,4,1,Oran,Bir El Djir,Apartment,8,1,1,monthly,"Wifi,Elevator",126000
377,7,2,Constantine,El Khroub,Villa,0,1,0,monthly,"Air Conditioning,Heating,Parking,Garden",379000
103,3,2,M'Sila,Boussaada,Apartment,2,0,0,monthly,"Pool,Elevator",39500
50,1,1,M'Sila,Magra,Studio,2,0,0,daily,"Wifi,Parking,Garden,Security 24/7",1500
131,3,1,M'Sila,Magra,Apartment,4,1,0,monthly,"Pool,Air Conditioning,Elevator,Security 24/7",65500
133,3,2,Algiers,Sidi M'Hamed,Apartment,7,1,1,monthly,"Parking,Wifi,Elevator",175000
73,3,3,Algiers,Sidi M'Hamed,Apartment,5,0,0,monthly,"Pool,Wifi,Security 24/7",65500
84,2,1,Setif,El Eulma,Apartment,3,0,0,monthly,"Pool,Heating",42000
316,6,3,Oran,Akid Lotfi,Villa,0,0,1,monthly,"Pool,Air Conditioning",261500
136,3,2,Constantine,El Khroub,Apartment,2,0,0,daily,"Parking,Wifi,Security 24/7,Air Conditioning,Garden",6700
83,2,2,Algiers,Zeralda,Apartment,2,0,0,monthly,"Garden,Parking,Heating",75500
111,4,2,Oran,Es Senia,Apartment,5,0,0,monthly,"Pool,Parking,Garden",75000
117,2,3,Constantine,Ali Mendjeli,Apartment,5,0,1,monthly,"Wifi,Garden,Elevator",59000
306,8,2,M'Sila,Boussaada,Villa,0,1,1,monthly,"Air Conditioning,Parking,Garden",211500
85,5,2,M'Sila,M'Sila City,Apartment,0,0,0,monthly,"Heating,Security 24/7",41500
104,4,3,Constantine,El Khroub,Apartment,7,1,0,daily,Elevator,9800
107,4,1,M'Sila,Boussaada,Apartment,8,0,1,monthly,"Air Conditioning,Elevator",50500
91,4,2,Algiers,Bab Ezzouar,Apartment,1,1,1,monthly,"Air Conditioning,Garden,Elevator",149500
49,1,3,M'Sila,Magra,Studio,2,1,1,daily,"Parking,Garden,Pool,Elevator",1900
49,1,3,Oran,Bir El Djir,Studio,3,1,0,monthly,"Air Conditioning,Pool,Heating",39500
127,5,3,Oran,Oran City,Apartment,1,1,0,monthly,"Air Conditioning,Garden",154000
77,3,1,Setif,Setif City,Apartment,7,0,0,monthly,"Wifi,Security 24/7",41000
60,3,2,M'Sila,Boussaada,Apartment,6,1,0,daily,"Pool,Garden",3600
70,3,3,M'Sila,Boussaada,Apartment,7,0,0,monthly,"Garden,Heating,Security 24/7,Air Conditioning,Elevator",29500
123,3,1,Algiers,El Biar,Apartment,9,0,1,monthly,"Pool,Parking,Wifi,Air Conditioning,Elevator",111000
150,3,2,Constantine,Constantine City,Apartment,0,0,1,monthly,"Pool,Elevator",82000
48,1,2,Oran,Bir El Djir,Studio,3,1,0,daily,Pool,3500
31,1,2,M'Sila,M'Sila City,Studio,2,1,1,monthly,"Pool,Air Conditioning,Heating",17000
121,2,3,Algiers,El Biar,Apartment,6,1,1,monthly,"Elevator,Pool,Heating,Security 24/7",152500
436,5,2,Setif,El Eulma,Villa,0,0,0,monthly,"Elevator,Air Conditioning,Garden,Security 24/7",237000
89,2,2,Algiers,El Biar,Apartment,8,1,1,daily,"Parking,Heating,Elevator,Air Conditioning,Garden",9200
139,3,2,Setif,Ain Arnat,Apartment,6,1,0,monthly,"Pool,Parking,Security 24/7",92500
254,5,3,Setif,El Eulma,Villa,0,0,0,monthly,"Garden,Heating,Security 24/7",165000
54,1,2,Algiers,Zeralda,Studio,0,0,0,monthly,"Parking,Pool,Garden",42000
53,1,3,M'Sila,M'Sila City,Studio,4,0,1,daily,"Garden,Security 24/7",1500
107,5,3,Algiers,El Biar,Apartment,9,0,1,monthly,"Heating,Elevator",115500
133,4,1,Constantine,El Khroub,Apartment,6,1,0,monthly,"Air Conditioning,Wifi",109500
140,5,2,Oran,Akid Lotfi,Apartment,1,1,0,daily,"Garden,Elevator",17500
135,2,3,Algiers,Bab Ezzouar,Apartment,2,0,0,daily,"Heating,Elevator,Security 24/7",9200
115,5,2,Setif,Setif City,Apartment,0,1,0,monthly,"Parking,Wifi,Heating,Elevator,Garden",109500
41,1,1,M'Sila,M'Sila City,Studio,1,1,1,monthly,"Parking,Air Conditioning,Heating,Security 24/7",18000
137,4,3,Algiers,Bab Ezzouar,Apartment,1,0,0,monthly,"Wifi,Air Conditioning,Heating,Security 24/7",131000
35,1,2,Setif,El Eulma,Studio,3,0,1,daily,"Elevator,Security 24/7",2700
78,5,3,Constantine,El Khroub,Apartment,5,1,1,monthly,"Parking,Wifi,Security 24/7,Air Conditioning,Elevator",97500
82,2,3,M'Sila,M'Sila City,Apartment,9,1,0,daily,"Wifi,Air Conditioning,Elevator",3800
152,4,2,Constantine,Constantine City,Apartment,7,1,1,monthly,"Parking,Heating,Elevator",134500
153,2,2,Setif,Ain Arnat,Apartment,9,0,0,monthly,"Air Conditioning,Heating",60500
160,2,2,Oran,Oran City,Apartment,4,0,0,daily,"Pool,Parking,Heating,Security 24/7,Garden",6600
38,1,2,Constantine,Ali Mendjeli,Studio,2,1,1,monthly,"Parking,Garden",28500
134,4,2,Oran,Bir El Djir,Apartment,5,0,1,monthly,"Pool,Parking,Elevator,Air Conditioning,Garden",97500
445,8,1,Algiers,Sidi M'Hamed,Villa,0,0,1,monthly,Heating,449000
45,1,2,Algiers,Hydra,Studio,4,1,0,monthly,Security 24/7,45500
35,1,1,Setif,Setif City,Studio,0,0,0,daily,"Air Conditioning,Pool,Parking",1800
251,4,3,Algiers,Sidi M'Hamed,Villa,0,1,0,daily,"Parking,Wifi,Elevator",43000
141,2,2,Oran,Oran City,Apartment,1,0,1,monthly,"Garden,Wifi,Security 24/7,Air Conditioning,Elevator",82000
61,3,1,Constantine,El Khroub,Apartment,3,0,0,daily,"Pool,Parking,Wifi,Heating,Security 24/7",3400
60,5,2,Setif,El Eulma,Apartment,8,0,0,daily,Air Conditioning,6200
62,5,2,Setif,El Eulma,Apartment,3,1,1,daily,"Air Conditioning,Elevator",8400
102,5,1,Algiers,Hydra,Apartment,4,1,1,monthly,"Garden,Parking,Wifi,Security 24/7,Elevator",175500
37,1,3,Setif,Ain Arnat,Studio,0,1,0,monthly,Heating,20000
119,3,2,Setif,El Eulma,Apartment,2,0,1,daily,"Garden,Elevator",5400
128,4,1,Constantine,Constantine City,Apartment,5,0,1,daily,"Heating,Elevator",6100
155,2,1,M'Sila,Magra,Apartment,5,0,1,monthly,"Wifi,Elevator",50500
125,3,2,Oran,Oran City,Apartment,8,0,1,monthly,"Parking,Wifi,Heating,Elevator,Garden",89500
68,5,3,Constantine,Ali Mendjeli,Apartment,9,0,0,monthly,Air Conditioning,53000
34,1,2,Algiers,Hydra,Studio,0,1,1,monthly,"Pool,Garden,Security 24/7",41500
77,5,2,Algiers,Zeralda,Apartment,0,0,1,monthly,"Heating,Garden,Pool,Elevator",100000
92,2,2,Oran,Es Senia,Apartment,4,0,0,monthly,"Elevator,Heating,Wifi,Security 24/7",59500
98,5,2,Constantine,Ali Mendjeli,Apartment,8,0,0,monthly,Pool,63000
132,4,1,Oran,Akid Lotfi,Apartment,9,0,0,monthly,"Wifi,Air Conditioning,Elevator",82500
48,1,1,M'Sila,Magra,Studio,2,1,1,monthly,Garden,18500
101,2,1,Setif,Setif City,Apartment,0,1,0,monthly,"Parking,Pool,Elevator,Security 24/7",74500
85,2,2,Constantine,Constantine City,Apartment,2,0,1,daily,"Parking,Wifi,Security 24/7,Air Conditioning,Elevator",4900
84,5,2,Setif,Setif City,Apartment,4,0,0,daily,"Air Conditioning,Security 24/7",4100
239,8,2,Setif,El Eulma,Villa,0,1,1,daily,"Wifi,Air Conditioning,Elevator",34400
154,4,3,Setif,El Eulma,Apartment,4,0,0,daily,Wifi,5200
67,5,2,M'Sila,Boussaada,Apartment,3,0,0,monthly,Air Conditioning,36500
101,5,1,Constantine,Constantine City,Apartment,4,0,0,daily,"Pool,Parking,Wifi,Air Conditioning,Elevator",5200
42,1,3,Setif,Setif City,Studio,1,0,1,monthly,"Pool,Parking,Heating,Security 24/7,Elevator",21000
362,8,2,Setif,Ain Arnat,Villa,0,1,1,monthly,"Parking,Air Conditioning,Heating,Elevator",332500
34,1,3,Algiers,Zeralda,Studio,4,0,0,daily,"Pool,Parking",3300
32,1,3,M'Sila,Magra,Studio,4,0,0,monthly,"Wifi,Garden,Heating,Elevator",15000
155,3,3,M'Sila,Magra,Apartment,8,1,0,monthly,"Garden,Wifi",72500
125,4,3,M'Sila,M'Sila City,Apartment,7,0,1,monthly,"Heating,Air Conditioning,Elevator",51000
156,3,3,Oran,Akid Lotfi,Apartment,8,0,0,daily,"Heating,Pool,Garden",8300
113,4,1,Constantine,Ali Mendjeli,Apartment,9,0,1,monthly,"Air Conditioning,Wifi,Elevator",77500
116,5,3,Setif,Setif City,Apartment,0,0,1,monthly,"Elevator,Security 24/7",71000
85,2,3,Constantine,El Khroub,Apartment,0,0,0,monthly,"Wifi,Air Conditioning,Garden,Security 24/7",43500
151,5,3,M'Sila,M'Sila City,Apartment,8,0,1,monthly,"Parking,Garden,Elevator",59500
357,8,2,Oran,Akid Lotfi,Villa,0,0,0,daily,"Garden,Wifi",22500
72,2,1,Constantine,El Khroub,Apartment,7,0,1,monthly,"Elevator,Garden,Security 24/7",46500
479,4,3,M'Sila,Magra,Villa,0,0,0,monthly,"Air Conditioning,Elevator,Security 24/7",176500
141,2,2,Oran,Akid Lotfi,Apartment,7,1,1,monthly,"Pool,Parking,Wifi,Elevator,Garden",126000
100,3,2,Algiers,El Biar,Apartment,5,1,1,monthly,"Air Conditioning,Elevator",141500
354,4,1,M'Sila,M'Sila City,Villa,0,1,1,monthly,Air Conditioning,210500
139,4,1,M'Sila,Magra,Apartment,1,0,0,daily,Heating,3600
97,2,2,Constantine,Constantine City,Apartment,7,1,1,monthly,"Pool,Garden,Security 24/7,Air Conditioning,Elevator",82000
70,2,3,M'Sila,Magra,Apartment,2,1,0,daily,"Garden,Parking,Heating,Air Conditioning,Elevator",2400
106,5,2,Setif,El Eulma,Apartment,5,1,0,monthly,"Parking,Heating,Security 24/7,Air Conditioning,Elevator",89500
90,5,1,M'Sila,Boussaada,Apartment,6,1,1,daily,"Air Conditioning,Parking,Elevator,Wifi",4500
158,5,2,Constantine,Ali Mendjeli,Apartment,1,0,0,monthly,"Parking,Garden",98000
43,1,1,Constantine,El Khroub,Studio,0,0,1,daily,"Garden,Parking,Wifi,Security 24/7",2200
140,5,2,Algiers,Sidi M'Hamed,Apartment,1,0,0,monthly,"Wifi,Air Conditioning,Heating,Security 24/7",136000
101,4,1,Algiers,Hydra,Apartment,5,1,1,monthly,"Air Conditioning,Elevator",152000
105,5,3,Oran,Es Senia,Apartment,9,1,1,monthly,"Heating,Air Conditioning,Wifi,Elevator",132000
265,6,2,Constantine,El Khroub,Villa,0,1,1,monthly,"Parking,Garden,Pool,Elevator",295500
208,5,1,Algiers,El Biar,Villa,0,0,1,daily,"Air Conditioning,Heating",26800
148,4,1,M'Sila,M'Sila City,Apartment,7,1,0,monthly,Security 24/7,77000
190,5,2,Algiers,Zeralda,Villa,0,1,1,monthly,"Wifi,Heating,Security 24/7,Air Conditioning,Elevator",371000
137,4,1,M'Sila,Magra,Apartment,7,1,1,monthly,"Garden,Elevator",80500
89,4,3,Algiers,Bab Ezzouar,Apartment,8,1,0,monthly,"Parking,Wifi,Security 24/7",124500
72,2,1,M'Sila,M'Sila City,Apartment,4,0,1,monthly,"Garden,Parking,Wifi,Elevator",23000
53,1,3,Oran,Oran City,Studio,3,0,1,monthly,"Garden,Parking,Heating,Security 24/7,Elevator",26000
118,4,1,Algiers,Hydra,Apartment,5,0,0,daily,"Garden,Parking,Heating,Security 24/7",9200
29,1,2,M'Sila,Magra,Studio,3,1,1,daily,"Parking,Garden,Air Conditioning,Elevator",1900
86,4,3,Constantine,El Khroub,Apartment,6,0,0,monthly,"Pool,Air Conditioning,Wifi",53000
394,7,2,Oran,Bir El Djir,Villa,0,1,0,monthly,"Parking,Wifi",462000
61,2,2,Constantine,El Khroub,Apartment,3,0,1,monthly,"Pool,Air Conditioning,Heating,Elevator",42000
159,2,1,M'Sila,Magra,Apartment,7,0,1,monthly,"Parking,Wifi,Security 24/7,Air Conditioning,Elevator",50500
62,3,3,M'Sila,Boussaada,Apartment,6,0,0,daily,"Air Conditioning,Parking,Wifi,Elevator",2700
124,2,3,Constantine,Constantine City,Apartment,9,0,1,monthly,"Pool,Parking,Wifi,Elevator,Security 24/7,Garden",65500
54,1,3,Setif,El Eulma,Studio,4,0,0,monthly,"Parking,Air Conditioning",17500
114,4,2,Setif,Ain Arnat,Apartment,2,0,1,monthly,"Pool,Parking,Wifi,Security 24/7,Air Conditioning,Elevator",68500
144,2,3,M'Sila,Boussaada,Apartment,9,1,1,monthly,"Air Conditioning,Pool,Elevator",69000
136,2,3,Constantine,El Khroub,Apartment,2,0,0,monthly,"Garden,Wifi,Heating,Security 24/7,Elevator",68000
113,3,2,M'Sila,Boussaada,Apartment,4,1,0,monthly,"Pool,Air Conditioning,Garden",57500
33,1,3,Oran,Es Senia,Studio,1,1,1,monthly,"Parking,Pool",33000
345,6,1,M'Sila,M'Sila City,Villa,0,1,1,monthly,"Pool,Heating,Wifi,Security 24/7,Elevator",217500
127,2,3,Setif,Ain Arnat,Apartment,8,1,1,monthly,"Parking,Elevator",91000
101,2,2,Algiers,Zeralda,Apartment,7,1,1,monthly,"Pool,Wifi,Elevator,Air Conditioning,Garden",128000
153,5,2,M'Sila,M'Sila City,Apartment,6,1,1,monthly,"Elevator,Heating,Security 24/7",94000
149,4,3,Constantine,El Khroub,Apartment,3,0,0,monthly,"Pool,Garden,Elevator",91500
133,3,2,Algiers,Bab Ezzouar,Apartment,5,1,1,monthly,"Elevator,Heating,Security 24/7",174500
84,2,3,Oran,Es Senia,Apartment,6,0,0,monthly,"Pool,Elevator",49500
54,1,2,Constantine,Constantine City,Studio,1,0,0,monthly,Wifi,23000
350,5,1,Setif,El Eulma,Villa,0,0,0,daily,"Air Conditioning,Pool,Wifi,Security 24/7",22200
85,5,2,Algiers,El Biar,Apartment,6,0,0,daily,"Elevator,Security 24/7",12100
74,2,3,Setif,Ain Arnat,Apartment,6,0,0,monthly,"Wifi,Air Conditioning,Elevator",30500
47,1,2,Constantine,Ali Mendjeli,Studio,2,1,0,monthly,"Pool,Security 24/7",33500
135,2,1,M'Sila,Magra,Apartment,1,1,0,monthly,"Garden,Air Conditioning,Heating,Security 24/7",65500
119,5,3,Setif,Ain Arnat,Apartment,3,0,1,monthly,"Garden,Heating,Security 24/7,Air Conditioning,Elevator",69500
72,3,3,M'Sila,M'Sila City,Apartment,3,0,1,monthly,"Parking,Heating,Wifi,Elevator,Garden",31500
32,1,1,Algiers,El Biar,Studio,2,1,1,monthly,"Wifi,Garden,Parking,Heating",39000
81,5,3,Algiers,Hydra,Apartment,2,0,1,daily,"Elevator,Parking,Garden,Security 24/7",9600
493,6,1,Constantine,Constantine City,Villa,0,0,1,monthly,"Parking,Heating",295000
50,1,1,Oran,Bir El Djir,Studio,1,0,1,daily,"Wifi,Garden,Security 24/7",1500
84,2,1,Setif,Setif City,Apartment,9,1,1,monthly,"Wifi,Elevator",61500
87,5,3,Oran,Es Senia,Apartment,5,0,0,monthly,"Pool,Parking,Wifi,Security 24/7,Elevator",69000
302,4,3,Constantine,Constantine City,Villa,0,0,1,monthly,"Garden,Heating,Elevator",199500
54,1,3,Algiers,Bab Ezzouar,Studio,4,0,0,monthly,"Pool,Parking,Security 24/7,Air Conditioning,Garden",35000
83,5,2,Algiers,Zeralda,Apartment,1,0,0,monthly,"Pool,Parking,Wifi,Security 24/7,Air Conditioning",103500
162,5,3,Setif,El Eulma,Apartment,9,1,1,daily,"Wifi,Elevator,Garden,Security 24/7",8200
191,6,3,Setif,Ain Arnat,Villa,0,0,1,monthly,Air Conditioning,149000
415,8,1,Algiers,Hydra,Villa,0,0,0,monthly,"Parking,Air Conditioning,Garden,Security 24/7",427000
121,4,3,Setif,Ain Arnat,Apartment,4,0,1,monthly,"Security 24/7,Pool,Heating,Elevator",65000
50,1,3,M'Sila,M'Sila City,Studio,4,0,1,monthly,"Wifi,Parking,Garden,Security 24/7",15000
63,3,3,Algiers,Bab Ezzouar,Apartment,9,0,1,daily,"Wifi,Heating,Garden,Elevator",8600
150,2,1,Algiers,Zeralda,Apartment,9,0,0,monthly,"Garden,Elevator,Security 24/7",106500
106,4,3,M'Sila,Boussaada,Apartment,2,1,0,monthly,"Elevator,Garden,Heating,Security 24/7",68500
117,3,2,Setif,Setif City,Apartment,1,1,1,monthly,"Pool,Wifi,Elevator",91500
